name,year,selling_price,km_driven,transmission,owner,seats,max_power (in bph),Mileage
Hyundai,2010,180000,55000,Manual,Second Owner,5,68.05,19.81
Ford,2019,869999,40000,Manual,First Owner,5,98.96,23.0
Tata,2011,275000,50000,Manual,First Owner,5,88.8,21.12
Maruti,2016,315000,25000,Manual,First Owner,5,47.3,22.74
Tata,2011,189000,70000,Manual,Second Owner,5,70.0,23.57
Maruti,2014,580000,120000,Manual,First Owner,5,74.0,23.4
Hyundai,2017,680000,80000,Manual,First Owner,5,88.73,22.54
Hyundai,2017,670000,80000,Manual,First Owner,5,88.73,22.54
Maruti,2010,240000,80000,Manual,Second Owner,5,67.1,20.92
Chevrolet,2013,225000,100000,Manual,Second Owner,5,76.9,22.1
Maruti,2014,600000,70000,Manual,Second Owner,5,74.0,23.4
Maruti,2019,500000,10000,Manual,First Owner,5,81.8,20.89
Ford,2019,950000,16034,Manual,First Owner,5,98.96,21.7
Ford,2012,250000,156040,Manual,First Owner,5,68.0,20.0
Maruti,2017,509999,46000,Manual,First Owner,5,81.8,22.0
Maruti,2018,469000,5000,Manual,First Owner,5,67.05,21.79
Ford,2019,906000,30000,Manual,First Owner,5,98.96,23.0
Ford,2011,160000,85000,Manual,First Owner,5,68.0,20.0
Maruti,2012,325000,80000,Manual,Second Owner,5,74.0,22.9
Maruti,2008,150000,70000,Manual,Second Owner,5,46.3,19.7
Hyundai,2014,250000,2350,Manual,First Owner,5,55.2,21.1
Maruti,2011,175000,50000,Manual,First Owner,5,46.3,19.7
Maruti,2010,175000,58000,Manual,First Owner,5,46.3,19.7
Maruti,2012,160000,110000,Manual,First Owner,5,46.3,19.7
Maruti,2010,160000,60000,Manual,Third Owner,5,46.3,19.7
Hyundai,2012,400000,100000,Manual,First Owner,5,88.76,21.27
Toyota,2013,451000,120000,Manual,First Owner,5,67.06,23.59
Tata,2012,300000,70000,Manual,Third Owner,5,88.8,21.12
Maruti,2017,421000,59500,Manual,Second Owner,5,67.04,23.1
Hyundai,2011,395000,75500,Manual,Second Owner,5,90.0,23.0
Maruti,2013,270000,60000,Manual,First Owner,5,47.3,22.74
Ford,2017,875000,77524,Manual,First Owner,5,89.84,22.7
Maruti,2018,800000,25000,Automatic,First Owner,5,83.1,21.4
Maruti,2017,530000,42000,Manual,First Owner,5,83.1,21.4
Maruti,2015,450000,80000,Manual,First Owner,5,83.14,20.85
Maruti,2011,235000,60000,Manual,First Owner,5,67.1,20.92
Maruti,2013,550000,240000,Manual,First Owner,5,74.0,23.4
Volkswagen,2015,515000,120000,Manual,Second Owner,5,103.2,20.34
Hyundai,2009,160000,35000,Manual,Third Owner,5,68.05,19.81
Maruti,2007,110000,120000,Manual,Second Owner,5,46.3,19.7
Maruti,2007,128000,60000,Manual,Second Owner,5,46.3,19.7
Maruti,2007,150000,80000,Manual,Third Owner,5,46.3,19.7
Maruti,2018,750000,15000,Manual,First Owner,5,100.5,21.1
Maruti,2017,370000,40000,Manual,First Owner,5,81.8,20.89
Maruti,2019,600000,20000,Automatic,First Owner,5,83.1,21.4
Maruti,2013,600000,50000,Manual,Second Owner,7,88.8,20.77
Maruti,2010,225000,64000,Manual,Third Owner,5,73.9,21.1
Maruti,2018,465000,30000,Manual,First Owner,5,67.04,20.51
Renault,2015,415000,120000,Manual,Second Owner,7,83.8,21.04
Maruti,2018,459999,12000,Manual,First Owner,5,81.8,20.4
Maruti,2018,640000,25000,Automatic,First Owner,5,81.8,22.0
Maruti,2017,350000,50000,Automatic,First Owner,5,67.0,20.51
Maruti,2018,445000,5000,Automatic,Second Owner,5,67.0,20.51
Maruti,2015,580000,15000,Manual,Second Owner,7,88.76,20.77
Hyundai,2020,1050000,20000,Manual,First Owner,5,88.7,22.1
Ford,2015,600000,50000,Manual,First Owner,5,98.59,22.77
Maruti,2017,483000,15000,Manual,First Owner,5,67.04,23.1
Maruti,2020,600000,5000,Automatic,First Owner,5,81.8,20.89
Maruti,2012,220000,270000,Manual,First Owner,5,61.7,21.94
Hyundai,2018,340000,120000,Manual,First Owner,5,68.05,20.3
Maruti,2011,200000,100000,Manual,Second Owner,5,85.8,21.1
Hyundai,2012,432000,77000,Manual,First Owner,5,126.32,22.32
Hyundai,2011,250000,120000,Manual,Third Owner,5,90.0,23.0
Maruti,2017,475000,40000,Manual,First Owner,5,67.04,20.51
Maruti,2015,400000,20000,Automatic,First Owner,5,67.0,20.51
Maruti,2015,350000,40000,Manual,Second Owner,5,67.04,20.51
Tata,2018,550000,10000,Manual,First Owner,5,84.0,20.3
Maruti,2013,430000,63000,Manual,First Owner,5,74.0,23.4
Maruti,2011,220000,35000,Manual,First Owner,5,46.3,19.7
Ford,2010,200000,110000,Manual,Second Owner,5,68.0,20.0
Hyundai,2017,1150000,27000,Manual,Second Owner,5,126.2,19.67
Maruti,2017,400000,60000,Manual,First Owner,5,61.7,21.94
Ford,2016,725000,30000,Manual,First Owner,5,98.96,21.7
Hyundai,2014,736000,125000,Automatic,First Owner,5,126.32,22.32
Maruti,2010,180000,80500,Manual,Second Owner,5,46.3,19.7
Toyota,2014,409999,200000,Manual,First Owner,5,67.04,23.59
Maruti,2006,80000,110000,Manual,Second Owner,5,58.0,20.8
Maruti,2005,110000,90000,Manual,Second Owner,5,46.3,19.7
Volkswagen,2018,560000,18000,Manual,First Owner,5,108.62,21.66
Maruti,2016,480000,65755,Manual,First Owner,5,83.1,21.4
Ford,2019,960000,2600,Manual,First Owner,5,98.96,23.0
Hyundai,2017,310000,15000,Manual,Second Owner,5,55.2,21.1
Maruti,2014,500000,60000,Manual,First Owner,5,74.0,23.4
Renault,2017,850000,50000,Automatic,First Owner,5,108.45,19.6
Hyundai,2019,1200000,20000,Automatic,First Owner,5,126.2,22.0
Volkswagen,2013,365000,70000,Manual,Second Owner,5,73.9,22.07
Renault,2017,880000,50000,Manual,First Owner,5,108.45,19.6
Renault,2018,320000,20000,Manual,First Owner,5,67.0,23.01
Renault,2015,550000,60000,Manual,First Owner,5,83.8,20.45
Maruti,2015,300000,110000,Manual,First Owner,5,67.04,20.51
Hyundai,2016,580000,152000,Manual,First Owner,5,88.73,21.19
Maruti,2014,300000,90000,Manual,First Owner,5,63.0,21.94
Maruti,2017,390000,30000,Manual,First Owner,5,63.0,21.94
Maruti,2012,300000,110000,Manual,Third Owner,5,74.0,22.9
Volkswagen,2012,300000,150000,Manual,Second Owner,5,103.6,20.54
Hyundai,2012,350000,110000,Manual,First Owner,5,90.0,23.0
Hyundai,2015,880000,120000,Manual,Second Owner,5,126.2,19.67
Hyundai,2016,660000,110000,Manual,First Owner,5,88.73,21.19
Volkswagen,2012,400000,110000,Manual,Second Owner,5,103.6,19.7
Ford,2013,229999,230000,Manual,First Owner,5,68.1,20.0
Maruti,2018,380000,19000,Manual,First Owner,5,67.04,20.51
Maruti,2019,579000,10000,Manual,First Owner,5,83.1,21.4
Hyundai,2012,270000,30000,Manual,First Owner,5,78.9,20.36
Hyundai,2010,187000,200400,Manual,Second Owner,5,68.05,19.81
Hyundai,2008,195000,110000,Manual,Second Owner,5,78.9,20.36
Hyundai,2018,500000,25000,Manual,First Owner,5,68.0,20.3
Maruti,2016,385000,26000,Manual,Second Owner,5,67.04,20.51
Maruti,2008,120000,70000,Manual,Third Owner,5,46.3,19.7
Maruti,2016,700000,20000,Manual,First Owner,5,91.1,20.73
Tata,2013,290000,25000,Manual,First Owner,5,70.0,23.57
Tata,2019,450000,25000,Manual,First Owner,5,84.0,20.3
Maruti,2020,650000,7300,Manual,First Owner,5,81.8,21.01
Maruti,2010,150000,100000,Manual,First Owner,5,46.3,19.7
Hyundai,2013,425000,80000,Manual,Second Owner,5,126.32,22.32
Hyundai,2010,260000,60000,Manual,First Owner,5,78.9,20.36
Volkswagen,2014,400000,110000,Manual,Second Owner,5,88.8,20.14
Hyundai,2017,575000,70000,Manual,Second Owner,5,88.73,22.54
Maruti,2010,250000,90000,Manual,Second Owner,5,103.3,21.4
Volkswagen,2012,400000,95000,Manual,First Owner,5,103.6,19.7
Volkswagen,2013,350000,70000,Manual,Second Owner,5,88.5,20.14
Maruti,2014,300000,35000,Manual,First Owner,5,81.8,20.52
Hyundai,2013,300000,40000,Manual,First Owner,5,78.9,20.36
Hyundai,2014,250000,25000,Manual,First Owner,5,55.2,21.1
Maruti,2008,95000,70000,Manual,First Owner,5,46.3,19.7
Hyundai,2018,475000,7800,Manual,First Owner,5,68.0,20.3
Maruti,2016,482000,50000,Manual,First Owner,5,81.8,20.4
Ford,2017,625000,40000,Manual,Fourth & Above Owner,5,98.59,22.77
Renault,2019,420000,15000,Manual,First Owner,5,67.0,23.01
Hyundai,2016,420000,9750,Manual,Second Owner,5,68.05,19.81
Hyundai,2008,185000,110000,Manual,Fourth & Above Owner,5,68.05,19.81
Maruti,2015,210000,50000,Manual,Second Owner,5,47.3,22.74
Maruti,2012,350000,120000,Manual,Second Owner,5,88.8,21.5
Hyundai,2011,350000,93000,Manual,Second Owner,5,90.0,21.9
Hyundai,2012,290000,27000,Manual,First Owner,5,78.9,20.36
Maruti,2011,225000,30000,Manual,First Owner,5,67.1,20.92
Maruti,2014,300000,80000,Manual,First Owner,5,67.04,23.1
Hyundai,2014,600000,125000,Manual,First Owner,5,126.32,22.32
Maruti,2013,600000,120000,Manual,Third Owner,7,88.8,20.77
Hyundai,2016,735000,25000,Manual,First Owner,5,88.73,22.54
Renault,2015,600000,125000,Manual,First Owner,8,83.8,21.04
Hyundai,2016,720000,80000,Manual,First Owner,5,88.73,21.19
Hyundai,2014,545000,100000,Manual,Second Owner,5,126.32,22.32
Volkswagen,2011,370000,100000,Manual,Second Owner,5,103.6,20.54
Maruti,2019,711000,5000,Manual,First Owner,5,83.1,21.4
Maruti,2020,749000,5500,Manual,First Owner,5,81.8,21.01
Renault,2016,550000,80000,Manual,Second Owner,5,108.45,19.64
Hyundai,2014,575000,120000,Manual,Third Owner,5,126.32,22.32
Tata,2017,600000,40000,Manual,Second Owner,5,84.0,20.3
Ford,2012,390000,120000,Manual,First Owner,5,88.7,23.5
Hyundai,2010,340000,110000,Manual,First Owner,5,90.0,23.0
Maruti,2014,530000,80000,Manual,Second Owner,5,74.0,23.4
Maruti,2014,415000,46000,Manual,First Owner,5,67.04,21.63
Renault,2017,375000,20000,Automatic,First Owner,5,67.0,22.0
Hyundai,2013,291000,37000,Manual,First Owner,5,78.9,20.36
Maruti,2017,600000,34000,Manual,Second Owner,5,83.1,21.4
Hyundai,2010,225000,50000,Manual,First Owner,5,78.9,20.36
Maruti,2013,390000,77000,Manual,First Owner,5,73.9,21.1
Maruti,2010,85000,150000,Manual,Third Owner,5,46.3,19.7
Hyundai,2012,150000,40000,Manual,First Owner,5,55.2,21.1
Hyundai,2011,220000,70000,Manual,Third Owner,5,78.9,20.36
Hyundai,2017,957000,60000,Manual,First Owner,5,88.7,21.38
Hyundai,2010,170000,90000,Manual,Third Owner,5,78.9,20.36
Mahindra,2019,1200000,25000,Manual,First Owner,5,115.0,20.0
Hyundai,2019,834000,13000,Manual,First Owner,5,88.76,22.54
Volkswagen,2014,575000,40000,Manual,Third Owner,5,88.8,20.14
Volkswagen,2012,400000,100000,Manual,Second Owner,5,103.6,20.54
Hyundai,2017,250000,35000,Manual,Second Owner,5,68.05,20.3
Ford,2016,825000,35000,Manual,Second Owner,5,98.59,22.77
Maruti,2016,425000,70000,Manual,First Owner,5,73.94,23.2
Maruti,2009,240000,90000,Manual,First Owner,5,73.9,21.1
Hyundai,2016,1150000,154000,Manual,First Owner,5,126.2,19.67
Renault,2013,520000,109000,Manual,Second Owner,5,108.45,19.64
Maruti,2016,380000,39000,Manual,Third Owner,5,67.04,20.51
Volkswagen,2014,575000,90000,Manual,First Owner,5,103.6,20.54
Hyundai,2009,142000,110000,Manual,First Owner,5,78.9,20.36
Maruti,2013,430000,190000,Manual,Second Owner,5,74.0,23.4
Hyundai,2019,509999,40000,Manual,First Owner,5,81.86,20.14
Hyundai,2016,616000,112000,Manual,First Owner,5,88.73,22.54
Hyundai,2014,225000,60000,Manual,Second Owner,5,78.9,20.36
Hyundai,2011,129000,80000,Manual,Second Owner,5,55.2,21.1
Ford,2012,225000,60000,Manual,First Owner,5,68.0,20.0
Hyundai,2012,459999,70000,Manual,First Owner,5,126.32,22.32
Maruti,2009,115999,110000,Manual,Second Owner,5,46.3,19.7
Ford,2019,1050000,26000,Manual,First Owner,5,98.96,23.0
Hyundai,2017,750000,43000,Manual,First Owner,5,88.73,22.54
Maruti,2018,730000,4773,Manual,First Owner,5,81.8,22.0
Honda,2017,940000,57900,Manual,First Owner,7,98.6,21.9
Maruti,2013,411000,62000,Manual,First Owner,5,81.8,22.0
Volkswagen,2016,540000,66000,Manual,First Owner,5,88.8,20.14
Maruti,2015,411000,23999,Automatic,First Owner,5,67.04,23.1
Maruti,2012,350000,145000,Manual,Third Owner,5,74.0,22.9
Volkswagen,2011,275000,125000,Manual,Fourth & Above Owner,5,103.6,20.54
Volkswagen,2011,280000,131000,Manual,Fourth & Above Owner,5,103.6,20.54
Maruti,2019,700000,45000,Automatic,First Owner,5,81.8,22.0
Maruti,2018,459999,50000,Manual,First Owner,5,67.0,21.63
Hyundai,2018,800000,30000,Manual,First Owner,5,88.73,22.54
Maruti,2017,370000,25000,Manual,First Owner,5,61.7,21.94
Renault,2013,290000,90000,Manual,First Owner,5,63.12,23.08
Maruti,2011,141000,15000,Manual,Third Owner,5,46.3,19.7
Maruti,2009,125000,70000,Manual,Second Owner,5,46.3,19.7
Hyundai,2017,700000,40000,Manual,First Owner,5,88.73,22.54
Hyundai,2017,700000,70000,Manual,First Owner,5,88.73,22.54
Hyundai,2018,1150000,35000,Manual,First Owner,5,126.2,22.0
Renault,2015,530000,110000,Manual,First Owner,5,84.8,21.64
Maruti,2007,130000,90000,Manual,Second Owner,5,46.3,19.7
Hyundai,2011,270000,105000,Manual,Second Owner,5,90.0,21.9
Hyundai,2013,375000,40000,Manual,First Owner,5,78.9,20.36
Maruti,2014,425000,80000,Manual,Second Owner,5,73.94,23.2
Ford,2018,900000,25000,Manual,First Owner,5,98.96,23.0
Ford,2011,229999,40000,Manual,Second Owner,5,68.0,20.0
Ford,2012,300000,70000,Manual,First Owner,5,68.0,20.0
Maruti,2010,220000,110000,Manual,Third Owner,5,73.9,21.1
Volkswagen,2015,550000,90000,Manual,First Owner,5,88.8,20.14
Hyundai,2010,350000,148000,Manual,Second Owner,5,90.0,23.0
Tata,2015,250000,155000,Manual,Second Owner,5,74.0,22.3
Hyundai,2015,300000,45000,Manual,First Owner,5,55.2,21.1
Hyundai,2014,250000,20000,Manual,First Owner,5,55.2,21.1
Maruti,2013,335000,90000,Manual,Second Owner,5,74.0,22.9
Maruti,2016,488000,80000,Manual,Second Owner,5,83.14,20.85
Maruti,2020,570000,5000,Manual,First Owner,5,81.8,21.21
Hyundai,2014,229999,70000,Manual,First Owner,5,55.2,21.1
Maruti,2014,620000,130000,Manual,First Owner,7,88.8,20.77
Maruti,2013,400000,188000,Manual,Second Owner,5,74.0,22.9
Maruti,2007,100000,70000,Manual,First Owner,5,46.3,19.7
Ford,2017,900000,60000,Manual,First Owner,5,98.59,22.77
Toyota,2017,650000,120000,Manual,Second Owner,5,67.04,23.59
Renault,2013,475000,250000,Manual,First Owner,5,83.8,20.46
Hyundai,2019,425000,15000,Manual,First Owner,5,68.0,20.3
Maruti,2016,400000,30000,Manual,First Owner,5,67.04,20.51
Hyundai,2011,390000,153000,Manual,First Owner,5,126.32,22.32
Maruti,2013,475000,149000,Manual,First Owner,5,74.0,23.4
Maruti,2012,380000,80000,Manual,Fourth & Above Owner,5,88.8,21.5
Maruti,2018,535000,12000,Manual,First Owner,5,81.8,20.89
Hyundai,2011,215000,40000,Manual,Second Owner,5,78.9,20.36
Maruti,2015,335000,120000,Manual,First Owner,5,67.04,20.51
Maruti,2013,409999,100000,Manual,Second Owner,5,74.0,23.4
Ford,2011,170000,70000,Manual,Second Owner,5,68.0,20.0
Maruti,2012,145000,70000,Manual,First Owner,5,46.3,19.7
Volkswagen,2018,681000,27000,Manual,First Owner,5,88.0,20.14
Maruti,2010,140000,80000,Manual,Second Owner,5,46.3,19.7
Maruti,2007,110000,120000,Manual,Third Owner,5,46.3,19.7
Tata,2014,225000,120000,Manual,First Owner,5,74.0,22.3
Maruti,2012,135000,70000,Manual,First Owner,5,46.3,19.7
Maruti,2006,65000,100000,Manual,Second Owner,5,46.3,19.7
Maruti,2014,465000,120000,Manual,Second Owner,5,74.0,23.4
Maruti,2014,545000,35000,Manual,First Owner,7,80.9,22.8
Chevrolet,2013,295000,50000,Manual,First Owner,5,76.9,22.1
Hyundai,2013,700000,76460,Manual,First Owner,5,126.32,22.32
Ford,2011,180000,125000,Manual,Second Owner,5,68.0,20.0
Mahindra,2012,225000,110000,Manual,Second Owner,5,65.0,20.8
Hyundai,2017,310000,25000,Manual,First Owner,5,55.2,21.1
Hyundai,2013,245000,110000,Manual,Second Owner,5,68.05,19.81
Hyundai,2014,250000,80000,Manual,First Owner,5,55.2,21.1
Ford,2015,551000,110000,Manual,First Owner,5,98.59,22.77
Hyundai,2019,500000,60000,Manual,First Owner,5,81.86,20.14
Hyundai,2012,360000,100000,Manual,Second Owner,5,126.32,22.32
Ford,2018,700000,53000,Manual,First Owner,5,98.96,23.0
Maruti,2011,148000,40000,Manual,Third Owner,5,46.3,19.7
Maruti,2016,330000,47370,Manual,First Owner,5,63.0,21.94
Hyundai,2011,200000,91000,Manual,Second Owner,5,78.9,20.36
Maruti,2013,245000,80000,Manual,First Owner,5,73.94,23.2
Maruti,2016,320000,80000,Manual,First Owner,5,61.7,21.94
Hyundai,2013,615000,120000,Manual,First Owner,5,126.24,22.7
Maruti,2011,130000,60000,Manual,Third Owner,5,46.3,19.7
Volkswagen,2011,220000,222300,Manual,First Owner,5,73.9,22.07
Maruti,2013,295000,120000,Manual,First Owner,5,73.94,23.2
Maruti,2017,509999,20000,Manual,First Owner,5,81.8,22.0
Hyundai,2015,350000,20000,Manual,First Owner,5,68.05,19.81
Renault,2018,395000,20000,Manual,First Owner,5,67.0,23.01
Volkswagen,2012,280000,120000,Manual,Second Owner,5,103.6,20.54
Hyundai,2012,420000,100000,Manual,Second Owner,5,126.32,22.32
Maruti,2013,300000,100000,Manual,Second Owner,5,73.94,23.2
Maruti,2013,350000,185000,Manual,First Owner,5,74.0,23.4
Maruti,2012,350000,140000,Manual,First Owner,7,88.76,20.77
Renault,2018,360000,21900,Manual,First Owner,5,53.26,20.71
Hyundai,2016,700000,100000,Manual,First Owner,5,88.73,22.54
Maruti,2015,400000,22500,Manual,First Owner,5,67.04,20.51
Maruti,2012,325000,175000,Manual,Second Owner,5,88.8,21.5
Hyundai,2014,645000,150360,Manual,First Owner,5,126.32,22.32
Maruti,2011,180000,70000,Manual,First Owner,5,67.1,20.92
Maruti,2013,450000,120000,Manual,Second Owner,7,88.76,20.77
Maruti,2014,390000,90000,Manual,Second Owner,5,74.0,22.9
Maruti,2011,122000,110000,Manual,Fourth & Above Owner,5,46.3,19.7
Hyundai,2012,330000,40000,Manual,Second Owner,5,90.0,23.0
Hyundai,2011,215000,100000,Manual,Third Owner,5,78.9,20.36
Hyundai,2013,250000,42130,Manual,First Owner,5,55.2,21.1
Maruti,2010,180000,53000,Manual,Second Owner,5,85.8,21.1
Maruti,2019,556000,10000,Manual,First Owner,5,81.8,21.01
Maruti,2016,550000,37000,Manual,First Owner,5,83.14,20.85
Hyundai,2017,1125000,47000,Manual,Second Owner,5,126.2,19.67
Tata,2015,450000,57000,Manual,First Owner,5,88.7,23.0
Maruti,2014,470000,60000,Manual,First Owner,5,74.0,23.4
Hyundai,2015,550000,40000,Manual,First Owner,5,88.73,22.54
Hyundai,2015,550000,160000,Manual,Second Owner,5,88.73,22.54
Volkswagen,2013,280000,90000,Manual,Third Owner,5,73.9,22.07
Hyundai,2013,225000,75000,Manual,Second Owner,5,55.2,21.1
Volkswagen,2017,600000,29000,Manual,First Owner,5,108.495,22.0
Ford,2015,550000,138000,Manual,First Owner,5,98.59,22.77
Hyundai,2013,475000,125000,Manual,Third Owner,5,126.3,22.32
Maruti,2013,385000,180000,Manual,Second Owner,5,74.0,23.4
Renault,2012,450000,80000,Manual,First Owner,5,83.8,19.87
Hyundai,2013,580000,80000,Manual,Second Owner,5,126.32,22.32
Toyota,2017,550000,40000,Manual,First Owner,5,67.05,23.59
Hyundai,2017,340000,30000,Manual,First Owner,5,55.2,21.1
Hyundai,2018,1237000,46000,Manual,First Owner,5,126.2,19.67
Volkswagen,2013,350000,70000,Manual,Second Owner,5,73.9,22.07
Maruti,2018,695000,40000,Manual,First Owner,5,81.8,22.0
Maruti,2015,270000,40000,Manual,First Owner,5,47.3,22.74
Maruti,2017,635000,120000,Automatic,First Owner,5,81.8,21.21
Renault,2012,265000,67000,Manual,Second Owner,5,63.12,23.08
Maruti,2014,600000,50000,Manual,First Owner,5,74.0,23.4
Hyundai,2012,409999,100000,Manual,Second Owner,5,126.3,22.32
Toyota,2015,525000,80000,Manual,Second Owner,5,67.05,23.59
Renault,2017,690000,65000,Manual,Second Owner,7,83.8,21.04
Maruti,2012,560000,200000,Manual,Second Owner,7,88.76,20.77
Renault,2017,695000,65000,Manual,Second Owner,7,83.8,21.04
Maruti,2012,200000,50000,Manual,Second Owner,5,46.3,19.7
Hyundai,2014,240000,70000,Manual,First Owner,5,55.2,21.1
Hyundai,2014,215000,40000,Manual,First Owner,5,55.2,21.1
Renault,2017,330000,20000,Manual,First Owner,5,67.0,23.01
Hyundai,2012,549000,66657,Automatic,First Owner,5,126.32,22.32
Hyundai,2011,262000,56389,Manual,First Owner,5,78.9,20.36
Tata,2018,535000,30000,Manual,First Owner,5,84.0,20.3
Tata,2012,229999,186000,Manual,First Owner,5,70.0,23.57
Hyundai,2010,142000,49200,Manual,Second Owner,5,68.05,19.81
Hyundai,2016,900000,110000,Manual,First Owner,5,126.2,19.67
Maruti,2009,125000,141000,Manual,Second Owner,5,46.3,19.7
Maruti,2014,459999,65000,Manual,Second Owner,5,74.0,23.4
Maruti,2014,434999,110000,Manual,Second Owner,5,74.0,23.4
Hyundai,2016,780000,35000,Manual,First Owner,5,88.73,22.54
Maruti,2008,100000,195000,Manual,Second Owner,5,46.3,19.7
Hyundai,2017,650000,60000,Manual,First Owner,5,88.73,22.54
Hyundai,2012,425000,100000,Manual,Second Owner,5,126.32,22.32
Maruti,2016,459999,27000,Manual,First Owner,5,67.04,23.1
Maruti,2020,578000,5000,Manual,First Owner,5,81.8,21.21
Maruti,2012,550000,110000,Manual,Second Owner,7,88.76,20.77
Mahindra,2014,250000,110000,Manual,First Owner,5,65.0,20.8
Maruti,2014,684000,60000,Manual,Second Owner,7,88.8,20.77
Maruti,2014,680000,64000,Manual,Second Owner,7,88.8,20.77
Renault,2014,500000,120000,Manual,First Owner,5,83.8,20.45
Renault,2014,520000,120000,Manual,First Owner,5,83.8,20.45
Mahindra,2019,1200000,15000,Manual,First Owner,5,115.0,20.0
Hyundai,2009,160000,35000,Manual,First Owner,5,68.05,19.81
Hyundai,2012,250000,44588,Manual,First Owner,5,55.2,21.1
Maruti,2015,400000,49907,Manual,First Owner,5,67.04,21.63
Maruti,2013,371000,67082,Manual,Second Owner,5,81.8,21.21
Ford,2016,570000,112879,Manual,Second Owner,5,98.96,23.0
Maruti,2017,350000,20000,Manual,Second Owner,5,67.04,23.1
Renault,2016,270000,30000,Manual,Third Owner,5,67.0,23.01
Hyundai,2013,235000,40000,Manual,Second Owner,5,55.2,21.1
Maruti,2016,500000,60000,Manual,First Owner,5,81.8,20.4
Maruti,2012,220000,111000,Manual,First Owner,5,46.3,19.7
Maruti,2014,380000,70000,Manual,Second Owner,5,74.0,23.4
Maruti,2010,160000,100000,Manual,Third Owner,5,67.1,20.92
Hyundai,2017,339000,25000,Manual,First Owner,5,68.05,20.3
Maruti,2014,350000,15000,Manual,First Owner,5,67.04,20.51
Maruti,2018,580000,10000,Manual,First Owner,5,67.04,23.1
Hyundai,2015,1000000,70000,Manual,First Owner,5,126.2,19.67
Tata,2017,459999,80000,Manual,First Owner,5,74.0,22.95
Hyundai,2014,650000,83000,Manual,Third Owner,5,126.32,22.32
Maruti,2013,525000,116000,Manual,Second Owner,5,74.0,23.4
Volkswagen,2015,550000,120000,Manual,Second Owner,5,103.2,20.34
Maruti,2010,165000,20000,Manual,First Owner,5,46.3,19.7
Hyundai,2014,210000,70000,Manual,First Owner,5,55.2,21.1
Renault,2016,650000,30000,Manual,First Owner,5,108.45,19.64
Renault,2019,390000,25000,Manual,First Owner,5,67.0,23.01
Hyundai,2008,130000,120000,Manual,Second Owner,5,68.05,19.81
Hyundai,2017,270000,26442,Manual,First Owner,5,68.05,20.3
Maruti,2010,130000,28000,Manual,Second Owner,5,46.3,19.7
Maruti,2015,650000,80000,Manual,First Owner,7,88.8,20.77
Maruti,2005,55000,39000,Manual,First Owner,5,46.3,19.7
Maruti,2017,475000,20000,Automatic,First Owner,5,67.0,20.51
Maruti,2019,650000,15000,Automatic,First Owner,5,81.8,22.0
Maruti,2015,440000,30000,Manual,First Owner,5,81.8,20.4
Maruti,2020,600000,5000,Manual,First Owner,5,81.8,21.21
Ford,2011,204999,147000,Manual,First Owner,5,68.0,20.0
Hyundai,2009,310000,120000,Manual,Second Owner,5,90.0,23.0
Maruti,2005,110000,50800,Manual,Second Owner,5,46.3,19.7
Maruti,2019,595000,14548,Manual,First Owner,5,81.8,21.21
Ford,2018,900000,44772,Manual,Second Owner,5,98.96,23.0
Hyundai,2017,975000,41000,Manual,First Owner,5,126.2,20.5
Maruti,2016,725000,66000,Manual,First Owner,7,88.8,20.77
Maruti,2013,550000,65000,Manual,First Owner,7,88.76,20.77
Hyundai,2014,550000,76000,Manual,First Owner,5,88.73,22.54
Maruti,2017,625000,70000,Manual,First Owner,5,74.0,23.4
Maruti,2014,470000,89000,Manual,First Owner,5,74.0,22.9
Maruti,2013,380000,57000,Manual,First Owner,5,74.0,22.9
Hyundai,2016,275000,49200,Manual,First Owner,5,55.2,21.1
Hyundai,2008,200000,60000,Manual,Second Owner,5,68.05,19.81
Maruti,2004,90000,110000,Manual,Third Owner,5,46.3,19.7
Maruti,2018,385000,50000,Manual,First Owner,5,67.04,23.1
Hyundai,2019,521000,3010,Automatic,First Owner,5,68.0,20.3
Tata,2010,180000,80000,Manual,First Owner,5,88.8,21.12
Maruti,2007,140000,35000,Manual,Second Owner,5,46.3,19.7
Ford,2015,650000,110000,Manual,Second Owner,5,98.59,22.77
Maruti,2016,620000,36000,Manual,First Owner,5,83.14,20.85
Ford,2018,810000,30000,Manual,Second Owner,5,98.96,23.0
Tata,2017,400000,85000,Manual,First Owner,5,88.7,20.65
Maruti,2014,300000,60000,Manual,Second Owner,5,67.04,20.51
Maruti,2015,170000,20000,Manual,Third Owner,5,47.3,22.74
Maruti,2005,80000,90000,Automatic,Second Owner,5,46.3,19.7
Volkswagen,2011,225000,90000,Manual,First Owner,5,103.6,20.54
Hyundai,2017,509999,90000,Manual,First Owner,5,81.86,20.14
Maruti,2015,245000,36710,Manual,Second Owner,5,47.3,22.74
Maruti,2014,370000,30000,Manual,First Owner,5,73.94,23.2
Maruti,2017,580000,20000,Manual,First Owner,5,83.1,21.4
Maruti,2013,185000,85000,Manual,First Owner,5,47.3,22.74
Maruti,2018,625000,50000,Automatic,First Owner,5,81.8,22.0
Maruti,2017,390000,25000,Manual,First Owner,5,67.04,20.51
Hyundai,2011,380000,150000,Manual,Fourth & Above Owner,5,90.0,23.0
Maruti,2013,210000,50000,Manual,Second Owner,5,47.3,22.74
Maruti,2012,270000,80000,Manual,Third Owner,5,73.94,23.2
Hyundai,2014,220000,93000,Manual,Second Owner,5,55.2,21.1
